,agent_k_avail_ideas_flat,agent_perceived_return_avail_ideas_flat,agent_actual_return_avail_ideas_flat
1549,11,0.9252602653316955,54.86330548236486
12,11,10.121671206002613,11.072031068756003
8,11,7.063805432768511,7.552282989077708
1490,11,67.91786991753929,3.9165722796764357
209,11,16.496319854136722,57.50334580242878
179,11,83.20183851339245,4.742587317756678
297,11,14.948314365511195,2.524209303546019
2,11,11.575547072055404,34.02137814540159
154,11,26.80303701755945,30.98504810944161
219,11,10.82159793915245,31.81396433936256
1584,11,0.0,0.0
174,11,10.82159793915245,31.81396433936256
764,12,41.412930285410866,9.696977175693405
145,12,16.226582963553525,45.683659521196425
1594,12,0.0,0.0
1437,12,1.4549214923039733,39.136053802064374
151,12,76.25419716560975,2.2977369910025613
1293,12,14.40716111536775,0.373478758542965
1541,12,0.0,0.0
1434,12,25.095521140790357,28.34209042318241
1496,12,6.016441624150448,8.170682628277357
1438,12,6.936370660152191,30.75958570995153
135,12,0.0,0.0
438,12,0.0,0.0
785,12,85.81489350995123,18.242552380635637
1243,12,18.404934332341583,8.31383839229512
1245,12,0.0,0.0
838,12,3.8756155631778255,67.16422072748888
423,12,6.016441624150448,15.039023826385147
270,12,37.943106895141746,33.6357483812113
425,12,10.121671206002613,6.518648653183082
828,12,18.304207974814524,26.65169134308404
125,12,50.0,2.6596993576865855
217,12,15.045283585331749,70.32892381541492
818,12,80.21838885585817,6.213563308642969
1258,12,69.70592839654074,0.03353501304664781
160,12,0.0,0.0
1268,12,25.551484285702596,18.209017367588988
440,12,0.0,0.0
260,12,35.43436937742045,0.6692850924284856
800,12,54.98339973124779,2.931223075135632
1278,12,29.624786511030788,98.86777072389404
779,12,13.706025540109623,27.330703621763874
1428,12,9.703781510068232,9.73761737460584
655,12,0.45644411743406277,1.7940812093389158
250,12,64.56563062257953,2.1881270936130477
232,12,1.6469264864873656,2.355641892544119
192,12,21.302420590158235,11.842954006291192
1409,12,0.0,0.0
1506,12,4.698295916657247,1.8231575722829185
1355,12,3.439979779750868,64.26589014229465
1361,12,1.6485027705354538,45.849926462663
1363,12,4.916160474570885,37.34705310822493
202,12,15.045283585331749,70.32892381541492
1371,12,1.391607224619551,28.866214124006444
1373,12,3.9337965936777186,7.178804230534741
1516,12,0.005895419060186757,10.9886962677051
1381,12,1.7075158767690946,52.19928662615369
1383,12,5.183787699941822,61.838919348595844
1398,12,0.0,0.0
1396,12,0.0,0.0
1526,12,12.232135065150961,19.980300102664827
182,12,62.24593312018546,4.043956481800324
1531,12,0.0,0.0
1414,12,25.095521140790357,28.34209042318241
166,12,18.190876818629064,19.97227689152832
1424,12,20.39722522413311,14.43281590689728
676,12,0.0,0.0
670,12,0.37286508748518576,1.7075158767690946
668,12,0.0,0.0
1418,12,14.973554823326229,20.944962449515252
1417,12,68.99744811276125,4.742587317756678
1427,12,29.525148717911442,55.12617869348853
661,12,0.0911035964421103,20.19156764017601
853,12,2.703728781249004,16.758588503484003
653,12,0.020259545002743184,34.23323010316629
645,12,7.105342713408391,82.31446851569933
643,12,0.018672555620724562,13.533117671496134
1340,12,96.55548043337889,8.839967720705841
635,12,26.338545121293933,15.406435199375565
633,12,0.020259545002743184,34.23323010316629
172,12,62.24593312018546,4.043956481800324
1452,12,1.2301408536638414,30.15618507678628
1449,12,0.0,0.0
1394,12,8.66267226122661,68.36327054524381
390,12,10.121671206002613,6.518648653183082
1579,12,27.147953613432176,35.24606244090212
1059,12,4.2621120290407095,29.1817758056616
1228,12,22.944989611193257,53.488205878429994
388,12,6.016441624150448,15.039023826385147
38,12,0.0,0.0
1044,12,95.25741268224334,4.742587317756678
1146,12,0.35852219665405416,26.073465065059942
341,12,25.270134297351877,27.47566438808936
342,12,0.0,0.0
909,12,5.183787699941822,68.36327054524382
1135,12,0.0,0.0
1218,12,40.1312339887548,1.1790839864200935
378,12,6.016441624150448,15.039023826385147
1156,12,0.35852219665405416,26.073465065059942
924,12,0.0,0.0
1208,12,76.85247834990176,3.606453809916635
1166,12,0.0,0.0
937,12,81.75744761936437,0.09110511944006454
410,12,10.121671206002613,6.518648653183082
947,12,17.99529006497217,87.98860267834816
1191,12,0.08120332615052517,5.187987945461192
957,12,18.187274516943276,99.23960978813146
972,12,16.44393138442648,11.829187082771691
380,12,10.121671206002613,6.518648653183082
889,12,5.183787699941822,68.36327054524382
899,12,0.0,0.0
1230,12,13.76899944258475,54.81234162271247
115,12,50.0,2.6596993576865855
408,12,6.016441624150448,15.039023826385147
1115,12,3.756305019552031,21.867156391723025
23,12,10.121671206002613,10.821597939152436
3,12,10.121671206002613,10.821597939152436
1125,12,3.756305019552031,21.867156391723025
1453,12,0.0,0.0
13,12,7.177704884455105,2.6339944713536276
400,12,0.0,0.0
398,12,0.0,0.0
1176,12,0.37502443271044683,27.33954276470404
285,12,0.0,0.0
327,12,54.98339973124779,0.19267346633274757
326,12,68.99744811276125,10.278402491725178
998,13,50.0,2.6596993576865855
1162,13,0.0,0.0
62,13,34.822843804678904,2.943966321547522
983,13,68.99744811276125,5.732417589886875
1169,13,1.5109695339608598,3.9055273813026674
1388,13,23.178682533016147,75.93743181178125
1387,13,1.681669969703603,87.67159468011899
1536,13,0.4373762866590303,26.073465065059942
1532,13,0.0,0.0
65,13,56.21765008857981,0.6692850924284856
1592,13,0.0,0.0
1172,13,7.580016614383567e-08,28.21094178654303
1121,13,11.212077293454236,4.4953250020932005
1330,13,6.15500983514039e-09,0.08656533256982124
1368,13,69.70592839654074,10.278402491725178
1369,13,62.24593312018546,10.669059394565119
1389,13,25.347930810235997,63.367031484305805
1343,13,7.178804230534741,17.143858117576315
55,13,56.21765008857981,0.6692850924284856
1384,13,0.013090052798780949,0.7076303156974939
1521,13,0.5385269705542761,31.764861798212184
1358,13,6.179455297799786,4.909970754341445
1517,13,0.007258590321257419,25.94612749870603
1142,13,7.575646776558642e-08,25.94612749870603
1377,13,20.161837880248935,0.08362049668900341
1131,13,0.0,0.0
1378,13,28.1761605579525,59.42752590481556
1577,13,14.13543471074047,37.66296176037447
1374,13,0.17629527575341308,8.187603467798832
1149,13,10.331984472330324,10.058696598262577
1364,13,0.22114328375389958,10.513929497887208
1367,13,27.33954276470404,0.6618004696774243
52,13,34.822843804678904,2.943966321547522
1345,13,6.036193767045006e-09,0.08226320243817087
1111,13,11.212077293454236,4.4953250020932005
1159,13,10.331984472330324,10.058696598262577
1379,13,52.497918747894005,6.754669113962911
1152,13,7.575646776558642e-08,25.94612749870603
855,13,0.0,0.0
72,13,0.0,0.0
788,13,88.07970779778823,6.008665017400762
1275,13,14.999540490398399,41.68273035060776
128,13,54.53297388885201,3.1414371031570125
100,13,15.94481538963307,8.176427915759357
891,13,0.0,0.0
803,13,11.470664886117653,75.7487826019636
1229,13,0.14974556174528475,58.382923427628356
1265,13,0.0,0.0
813,13,14.973849934787742,9.897188482363603
881,13,20.19156764017602,24.596405145996947
1255,13,14.999540490398399,41.68273035060776
823,13,1.9201526965112792,0.530911296090903
131,13,0.0,0.0
1232,13,9.01293392055511,26.803037017559443
1247,13,0.0,0.0
121,13,4.654594926988709,28.866214124006444
107,13,0.0,0.0
871,13,0.0,0.0
111,13,4.654594926988709,28.866214124006444
861,13,18.576872487607275,7.338555686460876
840,13,0.07876566184142897,1.733324462453878
118,13,54.53297388885201,3.1414371031570125
844,13,24.17043328150311,24.17043328150312
859,13,0.0,0.0
1244,13,0.0,0.0
848,13,0.0,0.0
833,13,7.795491128458021,24.17043328150312
1179,13,5.377630556281964,52.245005130395995
778,13,0.0,0.0
901,13,20.19156764017602,24.596405145996947
1187,13,0.0,0.0
75,13,25.539797530784558,1.1293359037806703
1320,13,0.0,0.0
1194,13,4.885640923332712,31.914070772846827
82,13,0.2468896517350494,39.72159750827482
682,13,43.78234991142019,2.4924426647114037
85,13,18.209017367589,75.05385735369259
692,13,32.0821300824607,1.295372753069587
163,13,0.0,0.0
929,13,0.0,0.0
702,13,10.349721680319124,18.037452635326765
1300,13,5.588908447151653e-07,1.7650859831625176
138,13,0.0,0.0
710,13,14.830252000706013,3.93379659367772
156,13,0.0,0.0
717,13,0.0,0.0
92,13,13.76899944258475,98.18903954619222
916,13,0.3245399622721079,10.85992474281503
725,13,0.0,0.0
914,13,11.062543660840573,18.331761362714524
1219,13,0.12977552786818114,24.135520006119105
148,13,10.331503428666656,30.667863019769126
1290,13,0.0,0.0
97,13,0.0,0.0
141,13,6.059102614086898,45.849926462663
763,13,29.181775805661616,16.61573964527433
1209,13,0.14974556174528475,58.382923427628356
1310,13,5.588908447151653e-07,1.7650859831625176
311,13,10.121671206002613,4.4953250020932005
453,13,1.0941544761890798,37.34108233616597
488,13,0.0,0.0
1467,13,2.4013375452713426,73.09351840540187
429,13,5.621163986600852,64.26589014229465
491,13,0.0,0.0
1450,13,0.0,0.0
418,13,31.862057709208425,1.9623531167369188
245,13,14.610034392994498,15.406435199375565
1501,13,23.51407717520869,3.06340364198446
1487,13,2.245180349047937,11.907952744613132
414,13,5.621163986600852,64.26589014229465
1421,13,12.709035646950738,3.710928026398201
1415,13,1.980468706754046,24.776723339785246
280,13,0.0,0.0
322,13,9.77251687306353,96.91865869919066
404,13,25.270134297351877,20.397225224133102
282,13,3.336224613432104,8.30109248596716
394,13,30.18629477192276,59.57871996371531
509,13,59.26665999540697,2.4924426647114037
321,13,10.624919449142178,7.338555686460876
384,13,68.99744811276125,6.496916912866407
292,13,0.0,0.0
1477,13,0.0,0.0
277,13,83.20183851339245,0.24726231566347742
296,13,0.8514319473958532,28.866214124006444
247,13,90.46505351008905,4.742587317756678
267,13,4.687309454064303,54.6601151180611
255,13,9.884319452272884,2.011967375995452
463,13,0.691680491469715,6.297062471607834
306,13,0.8514319473958532,28.866214124006444
1435,13,1.980468706754046,24.776723339785246
466,13,23.147521650098238,0.19267346633274757
1497,13,0.007258590321257419,25.94612749870603
333,13,0.0,0.0
257,13,67.91786991753929,1.798620996209156
1431,13,19.980300102664838,12.506982812166385
456,13,64.56563062257953,1.798620996209156
433,13,31.862057709208425,1.9623531167369188
473,13,1.0941544761890798,37.34108233616597
476,13,1.076991503384539,29.150907007325067
1444,13,0.012335317661071876,11.952405584939697
448,13,0.0,0.0
1425,13,1.4399884496313686,13.569378264875843
1446,13,0.0,0.0
336,13,0.0,0.0
444,13,1.81584531021044,7.030220986418772
337,13,8.497645742641213,18.092434154961936
483,13,77.72998611746911,0.012339457598623172
265,13,15.981904371291566,49.51952471128405
331,13,0.0,0.0
1411,13,19.980300102664838,12.506982812166385
498,13,0.0,0.0
1403,13,16.159984832265906,23.969901183320967
298,13,1.5513586805456892,7.178804230534741
318,13,1.621325536729934,11.51327843062214
1399,13,0.0,0.0
302,13,16.91909322503099,0.14263360292263805
544,13,0.0,0.0
366,13,0.0,0.0
316,13,0.9060207967265699,33.56307873534078
1511,13,11.371662312266718,64.18518118312635
529,13,17.501205014087105,13.499965062878957
1402,13,0.0,0.0
301,13,10.121671206002613,4.4953250020932005
351,13,73.1058578630005,0.05527786369235996
312,13,9.727786596305055,95.10729445656963
519,13,50.0,1.5267153880374444
308,13,1.5513586805456892,7.178804230534741
1404,13,1.9268689901195235,11.671417725335854
1459,13,0.0,0.0
1507,13,0.005814480566257441,13.23709185175529
132,14,0.0,0.0
1175,14,2.840117955695576,16.61573964527433
335,14,0.0,0.0
447,14,0.0,0.0
358,14,20.552017778555154,6.518648653183082
1281,14,79.1391472673955,0.24726231566347742
789,14,75.82038275925899,6.913842034334682
1272,14,0.9075647632247774,55.99757771532754
1141,14,10.65673437851129,4.073302225328193
69,14,53.12093733737563,4.742587317756678
1055,14,0.0,0.0
443,14,0.0,0.0
804,14,50.0,1.4774031693273055
70,14,0.0,0.0
305,14,8.452688900161897,11.464341494749588
1262,14,0.0,0.0
815,14,21.161724547112637,15.865038864465388
126,14,56.21765008857981,6.496916912866407
359,14,8.170682628277358,11.144323170334838
1570,14,18.209017367589,90.6155610016665
373,14,0.0,0.0
136,14,16.88820777442068,3.7814855788587702
1165,14,0.0,0.0
742,14,6.058476632292087,20.16183788024895
745,14,0.0122563047958546,11.464341494749588
1060,14,6.34752505599443,30.83149377870344
747,14,6.916532909695872,0.9993489327349346
146,14,5.988322319595241,67.5509318472393
60,14,11.226184251255189,2.011967375995452
994,14,77.72998611746911,3.444519566621117
749,14,41.49009549929797,60.83957041586091
66,14,38.65383081942749,34.221525878993035
752,14,6.745502442123463,25.833774677602783
755,14,0.012308867375931953,14.830252000706
1442,14,22.255015675861834,3.06340364198446
757,14,0.14263360292264826,8.989069127076123
759,14,3.74781557362448,11.770173976538068
760,14,15.484052997283648,11.072031068756003
1171,14,5.377630556281964,90.22843634478748
1287,14,0.0,0.0
1495,14,1.1180772935903693,19.540490779603324
59,14,53.12093733737563,4.742587317756678
1441,14,67.91786991753929,0.6692850924284856
767,14,0.0,0.0
770,14,0.0,0.0
772,14,0.0,0.0
774,14,3.110078528502569,11.062543660840573
1040,14,9.427849537500366,34.113089511908484
142,14,0.9454054863871519,4.139426657001621e-06
775,14,0.0,0.0
1252,14,4.615485691448528,34.02137814540159
432,14,16.91909322503099,4.730247860158054
106,14,0.0,0.0
104,14,0.0,0.0
344,14,0.0,0.0
1231,14,8.762205413541091,42.81178625954123
884,14,8.67719794853975,31.907457506579572
50,14,11.226184251255189,2.011967375995452
1207,14,85.14848472265261,0.012339251483261352
393,14,6.745502442123463,0.6357500793818378
101,14,5.700998535907242,30.156185076786286
894,14,0.0,0.0
1227,14,2.9312118216194283,99.98764928888517
1478,14,0.0,0.0
86,14,6.872885317836063,85.28236377027481
904,14,8.67719794853975,31.907457506579572
1560,14,16.836189676311076,20.47139288632173
383,14,6.745502442123463,0.6357500793818378
1457,14,0.0,0.0
95,14,0.0,0.0
1217,14,2.9306086576754153,99.95412552935474
913,14,16.817445397189978,10.821597939152436
928,14,0.0,0.0
295,14,8.452688900161897,11.464341494749588
919,14,0.0,0.0
1155,14,2.781104849461935,13.467400342665073
91,14,3.4768361804262238,52.19928662615369
374,14,0.0,0.0
1456,14,27.33954276470404,5.339379924972277
873,14,0.0,0.0
1145,14,2.781104849461935,13.467400342665073
1009,14,56.21765008857981,1.798620996209156
1151,14,7.293843022885138,92.76497001753191
89,14,12.24287349809442,46.21171572600098
349,14,59.8687660112452,0.3447451301563563
825,14,0.0,0.0
56,14,59.8687660112452,1.2128434984274237
1183,14,73.1058578630005,0.001670142184809518
122,14,10.442495847343203,1.7862815386105326
428,14,2.703728781249004,7.178804230534741
835,14,6.839866480064927,35.814893509951226
1161,14,2.030891986363159,4.097380402949162
1186,14,4.885640923332712,79.23974007708239
1488,14,7.178804230534741,4.495523056614151
300,14,8.187603467798832,8.187603467798809
417,14,16.91909322503099,4.730247860158054
364,14,0.0,0.0
76,14,20.34962284461297,2.0167029714176277
1190,14,0.0,0.0
850,14,0.0,0.0
116,14,56.21765008857981,6.496916912866407
1242,14,2.897688062088999,49.98766054240138
413,14,2.703728781249004,7.178804230534741
79,14,0.0,0.0
112,14,10.442495847343203,1.7862815386105326
739,14,17.9178699175393,1.0890944200760286
80,14,23.333072502147246,20.380377443888545
863,14,19.308324134875164,16.5099059069657
1198,14,0.0,0.0
1550,14,81.75744761936437,1.798620996209156
